,State,Locale,Load Level,File Dir
2019,CO,Pueblo Mem AP,LOW,residential_load_data/LOW/USA_CO_Pueblo.Mem.AP.724640_TMY3_LOW.csv
2020,CO,Rifle-Garfield County Rgnl AP,LOW,residential_load_data/LOW/USA_CO_Rifle-Garfield.County.Rgnl.AP.725717_TMY3_LOW.csv
2021,CO,Trinidad-Las Animas County AP,LOW,residential_load_data/LOW/USA_CO_Trinidad-Las.Animas.County.AP.724645_TMY3_LOW.csv
2022,CT,Bridgeport-Sikorsky Mem AP,LOW,residential_load_data/LOW/USA_CT_Bridgeport-Sikorsky.Mem.AP.725040_TMY3_LOW.csv
2023,CT,Danbury Muni AP,LOW,residential_load_data/LOW/USA_CT_Danbury.Muni.AP.725086_TMY3_LOW.csv
2024,CT,Groton-New London AP,LOW,residential_load_data/LOW/USA_CT_Groton-New.London.AP.725046_TMY3_LOW.csv
2025,CT,Hartford-Bradley Intl AP,LOW,residential_load_data/LOW/USA_CT_Hartford-Bradley.Intl.AP.725080_TMY3_LOW.csv
2026,CT,Hartford-Brainard Field,LOW,residential_load_data/LOW/USA_CT_Hartford-Brainard.Field.725087_TMY3_LOW.csv
2027,CT,New Haven-Tweed AP,LOW,residential_load_data/LOW/USA_CT_New.Haven-Tweed.AP.725045_TMY3_LOW.csv
2028,CT,Oxford AWOS,LOW,residential_load_data/LOW/USA_CT_Oxford.AWOS.725029_TMY3_LOW.csv
2029,DE,Dover AFB,LOW,residential_load_data/LOW/USA_DE_Dover.AFB.724088_TMY3_LOW.csv
2030,DE,Wilmington-New Castle County AP,LOW,residential_load_data/LOW/USA_DE_Wilmington-New.Castle.County.AP.724089_TMY3_LOW.csv
2031,FL,Crestview-Bob Sikes AP,LOW,residential_load_data/LOW/USA_FL_Crestview-Bob.Sikes.AP.722215_TMY3_LOW.csv
2032,FL,Daytona Beach Intl AP,LOW,residential_load_data/LOW/USA_FL_Daytona.Beach.Intl.AP.722056_TMY3_LOW.csv
2033,FL,Fort Lauderdale Executive AP,LOW,residential_load_data/LOW/USA_FL_Fort.Lauderdale.Executive.AP.722039_TMY3_LOW.csv
2034,FL,Fort Lauderdale Intl AP,LOW,residential_load_data/LOW/USA_FL_Fort.Lauderdale.Intl.AP.722025_TMY3_LOW.csv
2035,FL,Fort Myers-Page Field,LOW,residential_load_data/LOW/USA_FL_Fort.Myers-Page.Field.722106_TMY3_LOW.csv
2036,FL,Fort Pierce-St Lucie County AP,LOW,residential_load_data/LOW/USA_FL_Fort.Pierce-St.Lucie.County.AP.722103_TMY3_LOW.csv
2037,FL,Fort Walton Beach-Hurlburt Field,LOW,residential_load_data/LOW/USA_FL_Fort.Walton.Beach-Hurlburt.Field.747770_TMY3_LOW.csv
2038,FL,Gainesville Rgnl AP,LOW,residential_load_data/LOW/USA_FL_Gainesville.Rgnl.AP.722146_TMY3_LOW.csv
2039,FL,Homestead AFB,LOW,residential_load_data/LOW/USA_FL_Homestead.AFB.722026_TMY3_LOW.csv
2040,FL,Jacksonville-Craig Field,LOW,residential_load_data/LOW/USA_FL_Jacksonville-Craig.Field.722068_TMY3_LOW.csv
2041,FL,Jacksonville Intl AP,LOW,residential_load_data/LOW/USA_FL_Jacksonville.Intl.AP.722060_TMY3_LOW.csv
2042,FL,Jacksonville NAS,LOW,residential_load_data/LOW/USA_FL_Jacksonville.NAS.722065_TMY3_LOW.csv
2043,FL,Key West Intl AP,LOW,residential_load_data/LOW/USA_FL_Key.West.Intl.AP.722010_TMY3_LOW.csv
2044,FL,Key West NAS,LOW,residential_load_data/LOW/USA_FL_Key.West.NAS.722015_TMY3_LOW.csv
2045,FL,Lakeland Linder Rgnl AP,LOW,residential_load_data/LOW/USA_FL_Lakeland.Linder.Rgnl.AP.722119_TMY3_LOW.csv
2046,FL,MacDill AFB,LOW,residential_load_data/LOW/USA_FL_MacDill.AFB.747880_TMY3_LOW.csv
2047,FL,Marathon AP,LOW,residential_load_data/LOW/USA_FL_Marathon.AP.722016_TMY3_LOW.csv
2048,FL,Mayport NS,LOW,residential_load_data/LOW/USA_FL_Mayport.NS.722066_TMY3_LOW.csv
2049,FL,Melbourne Rgnl AP,LOW,residential_load_data/LOW/USA_FL_Melbourne.Rgnl.AP.722040_TMY3_LOW.csv
2050,FL,Miami-Kendall-Tamiami Executive AP,LOW,residential_load_data/LOW/USA_FL_Miami-Kendall-Tamiami.Executive.AP.722029_TMY3_LOW.csv
2051,FL,Miami-Opa Locka AP,LOW,residential_load_data/LOW/USA_FL_Miami-Opa.Locka.AP.722024_TMY3_LOW.csv
2052,FL,Miami Intl AP,LOW,residential_load_data/LOW/USA_FL_Miami.Intl.AP.722020_TMY3_LOW.csv
2053,FL,Naples Muni AP,LOW,residential_load_data/LOW/USA_FL_Naples.Muni.AP.722038_TMY3_LOW.csv
2054,FL,NASA Shuttle Landing Facility,LOW,residential_load_data/LOW/USA_FL_NASA.Shuttle.Landing.Facility.747946_TMY3_LOW.csv
2055,FL,Ocala Muni AWOS,LOW,residential_load_data/LOW/USA_FL_Ocala.Muni.AWOS.722055_TMY3_LOW.csv
2056,FL,Orlando-Sanford AP,LOW,residential_load_data/LOW/USA_FL_Orlando-Sanford.AP.722057_TMY3_LOW.csv
2057,FL,Orlando Executive AP,LOW,residential_load_data/LOW/USA_FL_Orlando.Executive.AP.722053_TMY3_LOW.csv
2058,FL,Orlando Intl AP,LOW,residential_load_data/LOW/USA_FL_Orlando.Intl.AP.722050_TMY3_LOW.csv
2059,FL,Panama City-Bay County AP,LOW,residential_load_data/LOW/USA_FL_Panama.City-Bay.County.AP.722245_TMY3_LOW.csv
2060,FL,Pensacola-Forest Sherman NAS,LOW,residential_load_data/LOW/USA_FL_Pensacola-Forest.Sherman.NAS.722225_TMY3_LOW.csv
2061,FL,Pensacola Rgnl AP,LOW,residential_load_data/LOW/USA_FL_Pensacola.Rgnl.AP.722223_TMY3_LOW.csv
2062,FL,Sarasota-Bradenton Intl AP,LOW,residential_load_data/LOW/USA_FL_Sarasota-Bradenton.Intl.AP.722115_TMY3_LOW.csv
2063,FL,Southwest Florida Intl AP,LOW,residential_load_data/LOW/USA_FL_Southwest.Florida.Intl.AP.722108_TMY3_LOW.csv
2064,FL,St Petersburg-Albert Whitted Station,LOW,residential_load_data/LOW/USA_FL_St.Petersburg-Albert.Whitted.Station.722104_TMY3_LOW.csv
2065,FL,St Petersburg-Clearwater Intl AP,LOW,residential_load_data/LOW/USA_FL_St.Petersburg-Clearwater.Intl.AP.722116_TMY3_LOW.csv
2066,FL,Tallahassee Rgnl AP,LOW,residential_load_data/LOW/USA_FL_Tallahassee.Rgnl.AP.722140_TMY3_LOW.csv
2067,FL,Tampa Intl AP,LOW,residential_load_data/LOW/USA_FL_Tampa.Intl.AP.722110_TMY3_LOW.csv
2068,FL,Tyndall AFB,LOW,residential_load_data/LOW/USA_FL_Tyndall.AFB.747750_TMY3_LOW.csv
2069,FL,Valparaiso-Elgin AFB,LOW,residential_load_data/LOW/USA_FL_Valparaiso-Elgin.AFB.722210_TMY3_LOW.csv
2070,FL,Vero Beach Muni AP,LOW,residential_load_data/LOW/USA_FL_Vero.Beach.Muni.AP.722045_TMY3_LOW.csv
2071,FL,West Palm Beach Intl AP,LOW,residential_load_data/LOW/USA_FL_West.Palm.Beach.Intl.AP.722030_TMY3_LOW.csv
2072,FL,Whiting Field NAS,LOW,residential_load_data/LOW/USA_FL_Whiting.Field.NAS.722226_TMY3_LOW.csv
2073,GA,Albany-Dougherty County AP,LOW,residential_load_data/LOW/USA_GA_Albany-Dougherty.County.AP.722160_TMY3_LOW.csv
2074,GA,Alma-Bacon County AP,LOW,residential_load_data/LOW/USA_GA_Alma-Bacon.County.AP.722135_TMY3_LOW.csv
2075,GA,Athens-Ben Epps AP,LOW,residential_load_data/LOW/USA_GA_Athens-Ben.Epps.AP.723110_TMY3_LOW.csv
2076,GA,Atlanta-Hartsfield-Jackson Intl AP,LOW,residential_load_data/LOW/USA_GA_Atlanta-Hartsfield-Jackson.Intl.AP.722190_TMY3_LOW.csv
2077,GA,Augusta-Bush-Field,LOW,residential_load_data/LOW/USA_GA_Augusta-Bush-Field.722180_TMY3_LOW.csv
2078,GA,Brunswick-Golden Isles AP,LOW,residential_load_data/LOW/USA_GA_Brunswick-Golden.Isles.AP.722136_TMY3_LOW.csv
2079,GA,Brunswick-Malcolm McKinnon AP,LOW,residential_load_data/LOW/USA_GA_Brunswick-Malcolm.McKinnon.AP.722137_TMY3_LOW.csv
2080,GA,Columbus Metro AP,LOW,residential_load_data/LOW/USA_GA_Columbus.Metro.AP.722255_TMY3_LOW.csv
2081,GA,Dekalb Peachtree AP,LOW,residential_load_data/LOW/USA_GA_Dekalb.Peachtree.AP.722196_TMY3_LOW.csv
2082,GA,Fort Benning-Lawson Field,LOW,residential_load_data/LOW/USA_GA_Fort.Benning-Lawson.Field.722250_TMY3_LOW.csv
2083,GA,Fulton County AP,LOW,residential_load_data/LOW/USA_GA_Fulton.County.AP.722195_TMY3_LOW.csv
2084,GA,Macon-Middle Georgia Rgnl AP,LOW,residential_load_data/LOW/USA_GA_Macon-Middle.Georgia.Rgnl.AP.722170_TMY3_LOW.csv
2085,GA,Marietta-Dobbins AFB,LOW,residential_load_data/LOW/USA_GA_Marietta-Dobbins.AFB.722270_TMY3_LOW.csv
2086,GA,Rome-Richard B Russell AP,LOW,residential_load_data/LOW/USA_GA_Rome-Richard.B.Russell.AP.723200_TMY3_LOW.csv
2087,GA,Savannah-Hunter AAF,LOW,residential_load_data/LOW/USA_GA_Savannah-Hunter.AAF.747804_TMY3_LOW.csv
2088,GA,Savannah Intl AP,LOW,residential_load_data/LOW/USA_GA_Savannah.Intl.AP.722070_TMY3_LOW.csv
2089,GA,Valdosta-Moody AFB,LOW,residential_load_data/LOW/USA_GA_Valdosta-Moody.AFB.747810_TMY3_LOW.csv
2090,GA,Valdosta Rgnl AP,LOW,residential_load_data/LOW/USA_GA_Valdosta.Rgnl.AP.722166_TMY3_LOW.csv
2091,GA,Warner Robins AFB,LOW,residential_load_data/LOW/USA_GA_Warner.Robins.AFB.722175_TMY3_LOW.csv
2092,HI,Barbers Point NAS,LOW,residential_load_data/LOW/USA_HI_Barbers.Point.NAS.911780_TMY3_LOW.csv
2093,HI,Hilo Intl AP,LOW,residential_load_data/LOW/USA_HI_Hilo.Intl.AP.912850_TMY3_LOW.csv
2094,HI,Honolulu Intl AP,LOW,residential_load_data/LOW/USA_HI_Honolulu.Intl.AP.911820_TMY3_LOW.csv
2095,HI,Kahului AP,LOW,residential_load_data/LOW/USA_HI_Kahului.AP.911900_TMY3_LOW.csv
2096,HI,Kailua-Kaneohe Bay MCAS,LOW,residential_load_data/LOW/USA_HI_Kailua-Kaneohe.Bay.MCAS.911760_TMY3_LOW.csv
2097,HI,Kapalua-West Maui AP,LOW,residential_load_data/LOW/USA_HI_Kapalua-West.Maui.AP.911904_TMY3_LOW.csv
2098,HI,Keahole-Kona Intl AP,LOW,residential_load_data/LOW/USA_HI_Keahole-Kona.Intl.AP.911975_TMY3_LOW.csv
2099,HI,Lanai AP,LOW,residential_load_data/LOW/USA_HI_Lanai.AP.911905_TMY3_LOW.csv
2100,HI,Lihue AP,LOW,residential_load_data/LOW/USA_HI_Lihue.AP.911650_TMY3_LOW.csv
2101,HI,Molokai AWOS,LOW,residential_load_data/LOW/USA_HI_Molokai.AWOS.911860_TMY3_LOW.csv
2102,IA,Algona Muni AP,LOW,residential_load_data/LOW/USA_IA_Algona.Muni.AP.725457_TMY3_LOW.csv
2103,IA,Atlantic Muni AP,LOW,residential_load_data/LOW/USA_IA_Atlantic.Muni.AP.725453_TMY3_LOW.csv
2104,IA,Boone Muni AP,LOW,residential_load_data/LOW/USA_IA_Boone.Muni.AP.725486_TMY3_LOW.csv
2105,IA,Burlington Muni AP,LOW,residential_load_data/LOW/USA_IA_Burlington.Muni.AP.725455_TMY3_LOW.csv
2106,IA,Carroll Muni AP,LOW,residential_load_data/LOW/USA_IA_Carroll.Muni.AP.725468_TMY3_LOW.csv
2107,IA,Cedar Rapids Muni AP,LOW,residential_load_data/LOW/USA_IA_Cedar.Rapids.Muni.AP.725450_TMY3_LOW.csv
2108,IA,Chariton Muni AP,LOW,residential_load_data/LOW/USA_IA_Chariton.Muni.AP.725469_TMY3_LOW.csv
2109,IA,Charles City Muni AP,LOW,residential_load_data/LOW/USA_IA_Charles.City.Muni.AP.725463_TMY3_LOW.csv
2110,IA,Clarinda Muni AP,LOW,residential_load_data/LOW/USA_IA_Clarinda.Muni.AP.725479_TMY3_LOW.csv
2111,IA,Clinton Muni AWOS,LOW,residential_load_data/LOW/USA_IA_Clinton.Muni.AWOS.725473_TMY3_LOW.csv
2112,IA,Council Bluffs Muni AP,LOW,residential_load_data/LOW/USA_IA_Council.Bluffs.Muni.AP.725497_TMY3_LOW.csv
2113,IA,Creston Muni AP,LOW,residential_load_data/LOW/USA_IA_Creston.Muni.AP.725474_TMY3_LOW.csv
2114,IA,Decorah Muni AP,LOW,residential_load_data/LOW/USA_IA_Decorah.Muni.AP.725476_TMY3_LOW.csv
2115,IA,Denison Muni AP,LOW,residential_load_data/LOW/USA_IA_Denison.Muni.AP.725477_TMY3_LOW.csv
2116,IA,Des Moines Intl AP,LOW,residential_load_data/LOW/USA_IA_Des.Moines.Intl.AP.725460_TMY3_LOW.csv
2117,IA,Dubuque Rgnl AP,LOW,residential_load_data/LOW/USA_IA_Dubuque.Rgnl.AP.725470_TMY3_LOW.csv
2118,IA,Estherville Muni AP,LOW,residential_load_data/LOW/USA_IA_Estherville.Muni.AP.726499_TMY3_LOW.csv
2119,IA,Fairfield Muni AP,LOW,residential_load_data/LOW/USA_IA_Fairfield.Muni.AP.726498_TMY3_LOW.csv
2120,IA,Fort Dodge AWOS,LOW,residential_load_data/LOW/USA_IA_Fort.Dodge.AWOS.725490_TMY3_LOW.csv
2121,IA,Fort Madison Muni AP,LOW,residential_load_data/LOW/USA_IA_Fort.Madison.Muni.AP.725483_TMY3_LOW.csv
2122,IA,Keokuk Muni AP,LOW,residential_load_data/LOW/USA_IA_Keokuk.Muni.AP.725456_TMY3_LOW.csv
2123,IA,Knoxville Muni AP,LOW,residential_load_data/LOW/USA_IA_Knoxville.Muni.AP.725493_TMY3_LOW.csv
2124,IA,Le Mars Muni AP,LOW,residential_load_data/LOW/USA_IA_Le.Mars.Muni.AP.725484_TMY3_LOW.csv
2125,IA,Mason City Muni AP,LOW,residential_load_data/LOW/USA_IA_Mason.City.Muni.AP.725485_TMY3_LOW.csv
2126,IA,Monticello Muni AP,LOW,residential_load_data/LOW/USA_IA_Monticello.Muni.AP.725475_TMY3_LOW.csv
2127,IA,Muscatine Muni AP,LOW,residential_load_data/LOW/USA_IA_Muscatine.Muni.AP.725487_TMY3_LOW.csv
2128,IA,Newton Muni AP,LOW,residential_load_data/LOW/USA_IA_Newton.Muni.AP.725464_TMY3_LOW.csv
2129,IA,Oelwein Muni AP,LOW,residential_load_data/LOW/USA_IA_Oelwein.Muni.AP.725488_TMY3_LOW.csv
2130,IA,Orange City Muni AP,LOW,residential_load_data/LOW/USA_IA_Orange.City.Muni.AP.725489_TMY3_LOW.csv
2131,IA,Ottumwa Industrial AP,LOW,residential_load_data/LOW/USA_IA_Ottumwa.Industrial.AP.725465_TMY3_LOW.csv
2132,IA,Red Oak Muni AP,LOW,residential_load_data/LOW/USA_IA_Red.Oak.Muni.AP.725494_TMY3_LOW.csv
2133,IA,Sheldon Muni AP,LOW,residential_load_data/LOW/USA_IA_Sheldon.Muni.AP.725495_TMY3_LOW.csv
2134,IA,Shenandoah Muni AP,LOW,residential_load_data/LOW/USA_IA_Shenandoah.Muni.AP.725467_TMY3_LOW.csv
2135,IA,Sioux City-Sioux Gateway AP,LOW,residential_load_data/LOW/USA_IA_Sioux.City-Sioux.Gateway.AP.725570_TMY3_LOW.csv
2136,IA,Spencer Muni AP,LOW,residential_load_data/LOW/USA_IA_Spencer.Muni.AP.726500_TMY3_LOW.csv
2137,IA,Storm Lake Muni AP,LOW,residential_load_data/LOW/USA_IA_Storm.Lake.Muni.AP.725496_TMY3_LOW.csv
2138,IA,Washington Muni AP,LOW,residential_load_data/LOW/USA_IA_Washington.Muni.AP.725454_TMY3_LOW.csv
2139,IA,Waterloo Muni AP,LOW,residential_load_data/LOW/USA_IA_Waterloo.Muni.AP.725480_TMY3_LOW.csv
2140,IA,Webster City Muni AP,LOW,residential_load_data/LOW/USA_IA_Webster.City.Muni.AP.725478_TMY3_LOW.csv
2141,ID,Boise Air Terminal,LOW,residential_load_data/LOW/USA_ID_Boise.Air.Terminal.726810_TMY3_LOW.csv
2142,ID,Burley Muni AP,LOW,residential_load_data/LOW/USA_ID_Burley.Muni.AP.725867_TMY3_LOW.csv
2143,ID,Caldwell AWOS,LOW,residential_load_data/LOW/USA_ID_Caldwell.AWOS.726813_TMY3_LOW.csv
2144,ID,Coeur dAlene AWOS,LOW,residential_load_data/LOW/USA_ID_Coeur.dAlene.AWOS.727834_TMY3_LOW.csv
2145,ID,Hailey-Sun Valley AP,LOW,residential_load_data/LOW/USA_ID_Hailey-Sun.Valley.AP.725865_TMY3_LOW.csv
2146,ID,Idaho Falls-Fanning Field,LOW,residential_load_data/LOW/USA_ID_Idaho.Falls-Fanning.Field.725785_TMY3_LOW.csv
2147,ID,Lewiston-Nez Perce County AP,LOW,residential_load_data/LOW/USA_ID_Lewiston-Nez.Perce.County.AP.727830_TMY3_LOW.csv
2148,ID,Malad City AP,LOW,residential_load_data/LOW/USA_ID_Malad.City.AP.725786_TMY3_LOW.csv
2149,ID,Mountain Home AFB,LOW,residential_load_data/LOW/USA_ID_Mountain.Home.AFB.726815_TMY3_LOW.csv
2150,ID,Pocatello Muni AP,LOW,residential_load_data/LOW/USA_ID_Pocatello.Muni.AP.725780_TMY3_LOW.csv
2151,ID,Salmon-Lemhi AWOS,LOW,residential_load_data/LOW/USA_ID_Salmon-Lemhi.AWOS.726865_TMY3_LOW.csv
2152,ID,Soda Springs-Tigert AP,LOW,residential_load_data/LOW/USA_ID_Soda.Springs-Tigert.AP.725868_TMY3_LOW.csv
2153,ID,Twin Falls-Magic Valley Rgnl AP-Joslin Field,LOW,residential_load_data/LOW/USA_ID_Twin.Falls-Magic.Valley.Rgnl.AP-Joslin.Field.725866_TMY3_LOW.csv
2154,IL,Aurora Muni AP,LOW,residential_load_data/LOW/USA_IL_Aurora.Muni.AP.744655_TMY3_LOW.csv
2155,IL,Belleville-Scott AFB,LOW,residential_load_data/LOW/USA_IL_Belleville-Scott.AFB.724338_TMY3_LOW.csv
2156,IL,Bloomington Normal-Central Illinois Rgnl AP,LOW,residential_load_data/LOW/USA_IL_Bloomington.Normal-Central.Illinois.Rgnl.AP.724397_TMY3_LOW.csv
2157,IL,Cahokia AP,LOW,residential_load_data/LOW/USA_IL_Cahokia.AP.725314_TMY3_LOW.csv
2158,IL,Carbondale-Southern Illinois AP,LOW,residential_load_data/LOW/USA_IL_Carbondale-Southern.Illinois.AP.724336_TMY3_LOW.csv
2159,IL,Chicago-Midway AP,LOW,residential_load_data/LOW/USA_IL_Chicago-Midway.AP.725340_TMY3_LOW.csv
2160,IL,Chicago-OHare Intl AP,LOW,residential_load_data/LOW/USA_IL_Chicago-OHare.Intl.AP.725300_TMY3_LOW.csv
2161,IL,Decatur AP,LOW,residential_load_data/LOW/USA_IL_Decatur.AP.725316_TMY3_LOW.csv
2162,IL,Du Page AP,LOW,residential_load_data/LOW/USA_IL_Du.Page.AP.725305_TMY3_LOW.csv
2163,IL,Marion-Williamson County Rgnl AP,LOW,residential_load_data/LOW/USA_IL_Marion-Williamson.County.Rgnl.AP.724339_TMY3_LOW.csv
2164,IL,Moline-Quad City Intl AP,LOW,residential_load_data/LOW/USA_IL_Moline-Quad.City.Intl.AP.725440_TMY3_LOW.csv
2165,IL,Mount Vernon AWOS,LOW,residential_load_data/LOW/USA_IL_Mount.Vernon.AWOS.724335_TMY3_LOW.csv
2166,IL,Peoria-Greater Peoria AP,LOW,residential_load_data/LOW/USA_IL_Peoria-Greater.Peoria.AP.725320_TMY3_LOW.csv
2167,IL,Quincy Muni AP,LOW,residential_load_data/LOW/USA_IL_Quincy.Muni.AP.724396_TMY3_LOW.csv
2168,IL,Rockford-Greater Rockford AP,LOW,residential_load_data/LOW/USA_IL_Rockford-Greater.Rockford.AP.725430_TMY3_LOW.csv
2169,IL,Springfield-Capital AP,LOW,residential_load_data/LOW/USA_IL_Springfield-Capital.AP.724390_TMY3_LOW.csv
2170,IL,Sterling-Rock Falls-Whiteside County AP,LOW,residential_load_data/LOW/USA_IL_Sterling-Rock.Falls-Whiteside.County.AP.725326_TMY3_LOW.csv
2171,IL,University of Illinois-Willard AP,LOW,residential_load_data/LOW/USA_IL_University.of.Illinois-Willard.AP.725315_TMY3_LOW.csv
2172,IL,Waukegan Rgnl AP,LOW,residential_load_data/LOW/USA_IL_Waukegan.Rgnl.AP.725347_TMY3_LOW.csv
2173,IN,Delaware County-Johnson Field,LOW,residential_load_data/LOW/USA_IN_Delaware.County-Johnson.Field.725336_TMY3_LOW.csv
2174,IN,Evansville Rgnl AP,LOW,residential_load_data/LOW/USA_IN_Evansville.Rgnl.AP.724320_TMY3_LOW.csv
2175,IN,Fort Wayne Intl AP,LOW,residential_load_data/LOW/USA_IN_Fort.Wayne.Intl.AP.725330_TMY3_LOW.csv
2176,IN,Grissom AFB,LOW,residential_load_data/LOW/USA_IN_Grissom.AFB.725335_TMY3_LOW.csv
2177,IN,Huntingburg Muni AP,LOW,residential_load_data/LOW/USA_IN_Huntingburg.Muni.AP.724365_TMY3_LOW.csv
2178,IN,Indianapolis Intl AP,LOW,residential_load_data/LOW/USA_IN_Indianapolis.Intl.AP.724380_TMY3_LOW.csv
2179,IN,Lafayette-Purdue University AP,LOW,residential_load_data/LOW/USA_IN_Lafayette-Purdue.University.AP.724386_TMY3_LOW.csv
2180,IN,Monroe County AP,LOW,residential_load_data/LOW/USA_IN_Monroe.County.AP.724375_TMY3_LOW.csv
2181,IN,South Bend-Michiana Rgnl AP,LOW,residential_load_data/LOW/USA_IN_South.Bend-Michiana.Rgnl.AP.725350_TMY3_LOW.csv
2182,IN,Terre Haute-Hulman Rgnl AP,LOW,residential_load_data/LOW/USA_IN_Terre.Haute-Hulman.Rgnl.AP.724373_TMY3_LOW.csv
2183,KS,Chanute-Martin Johnson AP,LOW,residential_load_data/LOW/USA_KS_Chanute-Martin.Johnson.AP.724507_TMY3_LOW.csv
2184,KS,Concordia-Blosser Muni AP,LOW,residential_load_data/LOW/USA_KS_Concordia-Blosser.Muni.AP.724580_TMY3_LOW.csv
2185,KS,Dodge City Rgnl AP,LOW,residential_load_data/LOW/USA_KS_Dodge.City.Rgnl.AP.724510_TMY3_LOW.csv
2186,KS,Emporia Muni AP,LOW,residential_load_data/LOW/USA_KS_Emporia.Muni.AP.724556_TMY3_LOW.csv
2187,KS,Fort Riley-Marshall AAF,LOW,residential_load_data/LOW/USA_KS_Fort.Riley-Marshall.AAF.724550_TMY3_LOW.csv
2188,KS,Garden City Muni AP,LOW,residential_load_data/LOW/USA_KS_Garden.City.Muni.AP.724515_TMY3_LOW.csv
2189,KS,Goodland-Renner Field,LOW,residential_load_data/LOW/USA_KS_Goodland-Renner.Field.724650_TMY3_LOW.csv
2190,KS,Great Bend AWOS,LOW,residential_load_data/LOW/USA_KS_Great.Bend.AWOS.724517_TMY3_LOW.csv
2191,KS,Hays Muni AWOS,LOW,residential_load_data/LOW/USA_KS_Hays.Muni.AWOS.724518_TMY3_LOW.csv
2192,KS,Hill City Muni AP,LOW,residential_load_data/LOW/USA_KS_Hill.City.Muni.AP.724655_TMY3_LOW.csv
2193,KS,Hutchinson Muni AP,LOW,residential_load_data/LOW/USA_KS_Hutchinson.Muni.AP.724506_TMY3_LOW.csv
2194,KS,Liberal Muni AP,LOW,residential_load_data/LOW/USA_KS_Liberal.Muni.AP.724516_TMY3_LOW.csv
2195,KS,Manhattan Rgnl AP,LOW,residential_load_data/LOW/USA_KS_Manhattan.Rgnl.AP.724555_TMY3_LOW.csv
2196,KS,Newton AWOS,LOW,residential_load_data/LOW/USA_KS_Newton.AWOS.724509_TMY3_LOW.csv
2197,KS,Olathe-Johnson County Executive AP,LOW,residential_load_data/LOW/USA_KS_Olathe-Johnson.County.Executive.AP.724468_TMY3_LOW.csv
2198,KS,Olathe-Johnson County Industrial AP,LOW,residential_load_data/LOW/USA_KS_Olathe-Johnson.County.Industrial.AP.724475_TMY3_LOW.csv
2199,KS,Russell Muni AP,LOW,residential_load_data/LOW/USA_KS_Russell.Muni.AP.724585_TMY3_LOW.csv
2200,KS,Salina Muni AP,LOW,residential_load_data/LOW/USA_KS_Salina.Muni.AP.724586_TMY3_LOW.csv
2201,KS,Topeka-Forbes AFB,LOW,residential_load_data/LOW/USA_KS_Topeka-Forbes.AFB.724565_TMY3_LOW.csv
2202,KS,Topeka-Phillip Billard Muni AP,LOW,residential_load_data/LOW/USA_KS_Topeka-Phillip.Billard.Muni.AP.724560_TMY3_LOW.csv
2203,KS,Wichita-Col Jabara Field,LOW,residential_load_data/LOW/USA_KS_Wichita-Col.Jabara.Field.724504_TMY3_LOW.csv
2204,KS,Wichita-McConnell AFB,LOW,residential_load_data/LOW/USA_KS_Wichita-McConnell.AFB.724505_TMY3_LOW.csv
2205,KS,Wichita-Mid Continent AP,LOW,residential_load_data/LOW/USA_KS_Wichita-Mid.Continent.AP.724500_TMY3_LOW.csv
2206,KY,Bowling Green-Warren County AP,LOW,residential_load_data/LOW/USA_KY_Bowling.Green-Warren.County.AP.746716_TMY3_LOW.csv
2207,KY,Cincinnati-Northern Kentucky AP,LOW,residential_load_data/LOW/USA_KY_Cincinnati-Northern.Kentucky.AP.724210_TMY3_LOW.csv
2208,KY,Fort Campbell AAF,LOW,residential_load_data/LOW/USA_KY_Fort.Campbell.AAF.746710_TMY3_LOW.csv
2209,KY,Fort Knox-Godman AAF,LOW,residential_load_data/LOW/USA_KY_Fort.Knox-Godman.AAF.724240_TMY3_LOW.csv
2210,KY,Henderson City County AP,LOW,residential_load_data/LOW/USA_KY_Henderson.City.County.AP.724238_TMY3_LOW.csv
2211,KY,Jackson-Julian Carroll AP,LOW,residential_load_data/LOW/USA_KY_Jackson-Julian.Carroll.AP.724236_TMY3_LOW.csv
2212,KY,Lexington-Bluegrass AP,LOW,residential_load_data/LOW/USA_KY_Lexington-Bluegrass.AP.724220_TMY3_LOW.csv
2213,KY,London-Corbin-Magee Field,LOW,residential_load_data/LOW/USA_KY_London-Corbin-Magee.Field.724243_TMY3_LOW.csv
2214,KY,Louisville-Bowman Field,LOW,residential_load_data/LOW/USA_KY_Louisville-Bowman.Field.724235_TMY3_LOW.csv
2215,KY,Louisville-Standiford Field,LOW,residential_load_data/LOW/USA_KY_Louisville-Standiford.Field.724230_TMY3_LOW.csv
2216,KY,Paducah-Barkley Rgnl AP,LOW,residential_load_data/LOW/USA_KY_Paducah-Barkley.Rgnl.AP.724350_TMY3_LOW.csv
2217,KY,Somerset-Pulaski County AWOS,LOW,residential_load_data/LOW/USA_KY_Somerset-Pulaski.County.AWOS.724354_TMY3_LOW.csv
2218,LA,Alexandria-England AFB,LOW,residential_load_data/LOW/USA_LA_Alexandria-England.AFB.747540_TMY3_LOW.csv
2219,LA,Alexandria-Esler Rgnl AP,LOW,residential_load_data/LOW/USA_LA_Alexandria-Esler.Rgnl.AP.722487_TMY3_LOW.csv
2220,LA,Barksdale AFB,LOW,residential_load_data/LOW/USA_LA_Barksdale.AFB.722485_TMY3_LOW.csv
